Id,SalePrice_pred
1735,140389.15
1736,110489.63
1737,294313.25
1738,253949.13
1739,262656.05
1740,192415.4
1741,183690.8
1742,172137.96
1743,176232.89
1744,322702.67
1745,224631.37
1746,247438.91
1747,218176.78
1748,237317.68
1749,143394.59
1750,145594.9
1751,241263.45
1752,106879.46
1753,147472.71
1754,207050.95
1755,159267.0
1756,127670.88
1757,113478.3
1758,146251.15
1759,162330.16
1760,163400.83
1761,155928.2
1762,184169.11
1763,192909.84
1764,109964.38
1765,183350.37
1766,189967.4
1767,214897.48
1768,141469.7
1769,160441.88
1770,154640.32
1771,130057.87
1772,132038.23
1773,115358.79
1774,144222.8
1775,134201.18
1776,135516.95
1777,108583.92
1778,140660.27
1779,113571.42
1780,185274.97
1781,121126.0
1782,69604.77
1783,137176.69
1784,90155.63
1785,138586.86
1786,133098.39
1787,173762.46
1788,48398.92
1789,102674.36
1790,43189.56
1791,215214.87
1792,161465.06
1793,132882.7
1794,166503.88
1795,128576.86
1796,146017.37
1797,142449.22
1798,124126.18
1799,106647.52
1800,134519.73
1801,115655.66
1802,142049.99
1803,161470.53
1804,116574.08
1805,138045.9
1806,132657.58
1807,159803.81
1808,127101.06
1809,122956.95
1810,145583.28
1811,98769.09
1812,106029.33
1813,120965.4
1814,89075.81
1815,35367.94
1816,95604.71
1817,109353.35
1818,170369.49
1819,137134.49
1820,49858.13
1821,119171.84
1822,153100.24
1823,40981.66
1824,148188.63
1825,149892.96
1826,96387.63
1827,104151.88
1828,133303.23
1829,151635.59
1830,143642.43
1831,152374.62
1832,77672.23
1833,148496.89
1834,114118.78
1835,114140.84
1836,129440.64
1837,78995.83
1838,108320.66
1839,105701.44
1840,148239.31
1841,130104.54
1842,85503.94
1843,122859.82
1844,143585.46
1845,153747.16
1846,149715.88
1847,181353.98
1848,30127.62
1849,120780.99
1850,112382.45
1851,141337.25
1852,125232.88
1853,114196.34
1854,168081.41
1855,152046.15
1856,224082.42
1857,139516.47
1858,162664.39
1859,119406.31
1860,143812.29
1861,118286.96
1862,304535.62
1863,303045.34
1864,303059.42
1865,350394.99
1866,355832.19
1867,228123.28
1868,287143.82
1869,211371.13
1870,223326.56
1871,271714.27
1872,181162.19
1873,229690.0
1874,152337.73
1875,202231.48
1876,192151.51
1877,204704.94
1878,208860.86
1879,118365.74
1880,132234.27
1881,238078.88
1882,246710.41
1883,196066.68
1884,206137.66
1885,252230.61
1886,289006.86
1887,221830.07
1888,260665.52
1889,173876.38
1890,103057.54
1891,143517.5
1892,86901.72
1893,127868.02
1894,112975.05
1895,131354.09
1896,119718.4
1897,100556.76
1898,112907.2
1899,162957.84
1900,158886.81
1901,169392.06
1902,160581.8
1903,232267.56
1904,169019.54
1905,200433.56
1906,153952.07
1907,217890.22
1908,117428.05
1909,150184.67
1910,126654.8
1911,229456.98
1912,293677.66
1913,155680.36
1914,67542.32
1915,324370.46
1916,34532.57
1917,248525.27
1918,139902.46
1919,163194.06
1920,158957.67
1921,381458.36
1922,344056.35
1923,220315.44
1924,211283.41
1925,215630.11
1926,376066.75
1927,125719.48
1928,150041.07
1929,114452.75
1930,132300.61
1931,132903.38
1932,132752.59
1933,194926.23
1934,175546.41
1935,165020.13
1936,198255.98
1937,172173.01
1938,169458.71
1939,254027.9
1940,199034.88
1941,170256.41
1942,177519.3
1943,224567.43
1944,365061.44
1945,378910.95
1946,129998.14
1947,330839.08
1948,159265.55
1949,245229.64
1950,194106.44
1951,232496.95
1952,204320.77
1953,172830.14
1954,191200.49
1955,127140.68
1956,278404.0
1957,149911.63
1958,277629.97
1959,143782.5
1960,97020.4
1961,122895.66
1962,93765.32
1963,108516.91
1964,99238.08
1965,138453.61
1966,135227.28
1967,294832.68
1968,410346.57
1969,387934.33
1970,401372.37
1971,458811.35
1972,367034.88
1973,296348.85
1974,345577.18
1975,458245.52
1976,280099.21
1977,367661.68
1978,347644.49
1979,304378.34
1980,198913.06
1981,339344.92
1982,215135.43
1983,201364.36
1984,188789.45
1985,238326.62
1986,211706.16
1987,204473.18
1988,177035.62
1989,199876.08
1990,217268.95
1991,221231.24
1992,228712.37
1993,183249.65
1994,242730.61
1995,184837.01
1996,290795.1
1997,334038.64
1998,305395.84
1999,298652.88
2000,319219.33
2001,283006.14
2002,258603.01
2003,246429.65
2004,271774.7
2005,248681.2
2006,211661.09
2007,248214.96
2008,213437.21
2009,204208.72
2010,202177.91
2011,151759.7
2012,184748.41
2013,172739.14
2014,179659.16
2015,196834.61
2016,194011.13
2017,195368.01
2018,119741.61
2019,142327.48
2020,95304.94
2021,97677.97
2022,180797.26
2023,149097.75
2024,293368.43
2025,357013.69
2026,167265.71
2027,152176.45
2028,164941.44
2029,161515.74
2030,259145.86
2031,247151.74
2032,272475.28
2033,254793.59
2034,181436.1
2035,224574.84
2036,200000.21
2037,202796.51
2038,325173.11
2039,230772.63
2040,316434.94
2041,292141.28
2042,216380.5
2043,174300.16
2044,188413.98
2045,194423.6
2046,138393.67
2047,147143.24
2048,145505.4
2049,136070.05
2050,173843.15
2051,111747.8
2052,132433.25
2053,144394.05
2054,72323.95
2055,156521.94
2056,151836.24
2057,107350.64
2058,210385.36
2059,125223.44
2060,171471.76
2061,189186.64
2062,123321.54
2063,114534.39
2064,126286.58
2065,117078.3
2066,165555.06
2067,130293.55
2068,141260.45
2069,83431.81
2070,106613.59
2071,86343.7
2072,142529.8
2073,130474.44
2074,156320.72
2075,161938.67
2076,126933.7
2077,151857.78
2078,125422.65
2079,140235.61
2080,118207.11
2081,126314.14
2082,144685.6
2083,149898.65
2084,100892.82
2085,114512.28
2086,144634.86
2087,131357.5
2088,88935.38
2089,75506.38
2090,132248.52
2091,87740.75
2092,128271.21
2093,155778.62
2094,118190.87
2095,131773.45
2096,84233.48
2097,95383.12
2098,156220.87
2099,36439.07
2100,77847.58
2101,110303.87
2102,142229.02
2103,88786.75
2104,149022.96
2105,137492.1
2106,22003.11
2107,205044.25
2108,120931.49
2109,102351.62
2110,125639.44
2111,158257.6
2112,137657.71
2113,127196.15
2114,120559.05
2115,166815.05
2116,117771.93
2117,152420.79
2118,135598.08
2119,107233.42
2120,121414.21
2121,101548.96
2122,103620.79
2123,89075.21
2124,186701.56
2125,135679.92
2126,153348.19
2127,167363.36
2128,144638.25
2129,104585.45
2130,140629.07
2131,137273.77
2132,104306.05
2133,128062.56
2134,116336.44
2135,106712.16
2136,49174.06
2137,120390.18
2138,141785.62
2139,147276.85
2140,137769.7
2141,171294.63
2142,125604.16
2143,142430.58
2144,112711.8
2145,145966.99
2146,192584.18
2147,145637.3
2148,143404.17
2149,151362.45
2150,227874.4
2151,130888.55
2152,170523.52
2153,193264.71
2154,90127.59
2155,138058.17
2156,268852.23
2157,225709.38
2158,237197.52
2159,235496.96
2160,182521.82
2161,238990.59
2162,366293.15
2163,343463.53
2164,247057.75
2165,199421.48
2166,160212.18
2167,226763.42
2168,188356.09
2169,195577.22
2170,210891.42
2171,160079.56
2172,136601.31
2173,169027.76
2174,221971.35
2175,262437.14
2176,304007.94
2177,236802.4
2178,220616.56
2179,144794.73
2180,229421.62
2181,195686.36
2182,217327.88
2183,194414.69
2184,126123.48
2185,140075.9
2186,137896.76
2187,152329.91
2188,158397.36
2189,313916.4
2190,68413.19
2191,62951.83
2192,72144.96
2193,119039.57
2194,96276.84
2195,81151.12
2196,116059.52
2197,96522.73
2198,158261.01
2199,184678.16
2200,146401.74
2201,147918.99
2202,201070.63
2203,148003.7
2204,170900.17
2205,128214.8
2206,154337.81
2207,215834.63
2208,241623.43
2209,214654.23
2210,120174.65
2211,125371.34
2212,123439.93
2213,106082.33
2214,156619.7
2215,99880.36
2216,150732.84
2217,54726.39
2218,85447.45
2219,74975.77
2220,52265.59
2221,325133.33
2222,305573.41
2223,283155.16
2224,220370.86
2225,132380.3
2226,180603.2
2227,202375.31
2228,292398.53
2229,237499.97
2230,159050.65
2231,210615.98
2232,175799.59
2233,181278.96
2234,255988.81
2235,237345.37
2236,246764.03
2237,304469.68
2238,214930.95
2239,126536.27
2240,167368.08
2241,140961.31
2242,124468.28
2243,128847.55
2244,104691.56
2245,117433.46
2246,137436.88
2247,121117.89
2248,125676.19
2249,117005.25
2250,128608.9
2251,109870.69
2252,178530.77
2253,169996.13
2254,179981.27
2255,194342.91
2256,179633.45
2257,215526.66
2258,154977.87
2259,170258.17
2260,161391.64
2261,218667.31
2262,233976.27
2263,362753.16
2264,398176.4
2265,176528.19
2266,306243.21
2267,360034.47
2268,410066.69
2269,155484.74
2270,193608.18
2271,207830.14
2272,207368.59
2273,155260.92
2274,178032.39
2275,152671.28
2276,195462.38
2277,191110.31
2278,155156.72
2279,129672.04
2280,109958.67
2281,162222.0
2282,170382.33
2283,112689.79
2284,128299.15
2285,131572.48
2286,115060.29
2287,382654.4
2288,292020.23
2289,325639.56
2290,415706.63
2291,344215.79
2292,412244.52
2293,430197.09
2294,390168.02
2295,425088.45
2296,254587.6
2297,370666.99
2298,369794.82
2299,356162.64
2300,329715.15
2301,326387.57
2302,257006.94
2303,248672.51
2304,242616.34
2305,200874.04
2306,202327.97
2307,212764.25
2308,218510.36
2309,306208.37
2310,200440.86
2311,217586.2
2312,179349.09
2313,178552.11
2314,178203.14
2315,177979.64
2316,208087.19
2317,187346.9
2318,178707.57
2319,181565.43
2320,178128.86
2321,248529.0
2322,191509.58
2323,203909.24
2324,202546.86
2325,206847.35
2326,197200.17
2327,206627.18
2328,226126.2
2329,188042.46
2330,181555.85
2331,321533.0
2332,401671.92
2333,319613.38
2334,279350.98
2335,308840.58
2336,314049.77
2337,200858.18
2338,250016.94
2339,227937.34
2340,377253.0
2341,213129.42
2342,237279.98
2343,227467.78
2344,235550.57
2345,228710.75
2346,206918.86
2347,195290.07
2348,236658.36
2349,183343.74
2350,312675.99
2351,265887.36
2352,246337.39
2353,255481.7
2354,142509.55
2355,160445.33
2356,163536.93
2357,192880.37
2358,196212.36
2359,119577.11
2360,117492.4
2361,147257.35
2362,256124.62
2363,159147.69
2364,188646.97
2365,215342.25
2366,182690.86
2367,202757.84
2368,215782.92
2369,198264.76
2370,161988.68
2371,156841.01
2372,197304.43
2373,290303.87
2374,310403.93
2375,255285.94
2376,282590.99
2377,323272.35
2378,150493.48
2379,227168.04
2380,152845.79
2381,169688.35
2382,214871.04
2383,195534.19
2384,235343.91
2385,159410.2
2386,130583.77
2387,132449.04
2388,108105.8
2389,119543.39
2390,146239.98
2391,133795.23
2392,112514.72
2393,165527.16
2394,143310.06
2395,214718.6
2396,145648.25
2397,213130.81
2398,122192.03
2399,63930.94
2400,59974.06
2401,127975.35
2402,134988.56
2403,138279.38
2404,141263.71
2405,161538.82
2406,137711.34
2407,123890.83
2408,153610.59
2409,106316.95
2410,183490.65
2411,110458.74
2412,157610.76
2413,122714.38
2414,162645.14
2415,128296.88
2416,129303.06
2417,131150.12
2418,132275.2
2419,120897.71
2420,119507.55
2421,136478.48
2422,99482.68
2423,115232.94
2424,140890.1
2425,220305.21
2426,125472.69
2427,127682.87
2428,191266.11
2429,103864.63
2430,137152.75
2431,106248.86
2432,142419.96
2433,152415.32
2434,144098.91
2435,158280.81
2436,121037.88
2437,102801.17
2438,111721.45
2439,104388.63
2440,127178.37
2441,103615.76
2442,96129.24
2443,139997.84
2444,109167.95
2445,81880.85
2446,130517.56
2447,194972.53
2448,141430.47
2449,113999.29
2450,151732.2
2451,113861.9
2452,201334.65
2453,96138.97
2454,103274.43
2455,119388.27
2456,149893.92
2457,127864.82
2458,137306.62
2459,107861.73
2460,157499.94
2461,139784.28
2462,133975.77
2463,134763.28
2464,177303.07
2465,139200.34
2466,121096.1
2467,152756.72
2468,74442.86
2469,69820.25
2470,212615.28
2471,223130.52
2472,173542.79
2473,112907.34
2474,69218.59
2475,215775.56
2476,97371.67
2477,103282.01
2478,140265.36
2479,110606.75
2480,156561.49
2481,131349.06
2482,122358.35
2483,106507.22
2484,132002.66
2485,134283.93
2486,147706.86
2487,188682.85
2488,162926.08
2489,161722.48
2490,144438.0
2491,104551.36
2492,193538.55
2493,158337.36
2494,151663.38
2495,93226.64
2496,227287.23
2497,157383.16
2498,108429.53
2499,76067.12
2500,106885.07
2501,141484.73
2502,145777.7
2503,88099.44
2504,172790.41
2505,225961.5
2506,245675.37
2507,261520.31
2508,245855.79
2509,215188.97
2510,209472.76
2511,181740.74
2512,227955.97
2513,227934.5
2514,273016.62
2515,140912.95
2516,172740.41
2517,145834.51
2518,151311.94
2519,238706.34
2520,210153.96
2521,193730.63
2522,220201.06
2523,116991.53
2524,126848.68
2525,121617.88
2526,139776.3
2527,119962.36
2528,124106.71
2529,157425.66
2530,129582.27
2531,262770.14
2532,223713.17
2533,201108.71
2534,248056.63
2535,273593.69
2536,226822.13
2537,241719.46
2538,183726.98
2539,198976.35
2540,178285.54
2541,187963.35
2542,168351.21
2543,127240.66
2544,115351.96
2545,137652.53
2546,129208.67
2547,148399.62
2548,169005.68
2549,150536.09
2550,592345.67
2551,154081.95
2552,137463.18
2553,58062.18
2554,89716.11
2555,95572.92
2556,83017.95
2557,111975.74
2558,175822.88
2559,130761.89
2560,152935.91
2561,149837.77
2562,148581.19
2563,151218.82
2564,209918.37
2565,158610.92
2566,148795.68
2567,127213.65
2568,196021.82
2569,196016.86
2570,121898.68
2571,181619.45
2572,170728.62
2573,207805.83
2574,289962.22
2575,140057.17
2576,131609.15
2577,159248.05
2578,84829.21
2579,26457.31
2580,118174.67
2581,131369.75
2582,134360.57
2583,279651.25
2584,157598.53
2585,183233.81
2586,215290.07
2587,195569.06
2588,131211.31
2589,149209.36
2590,203811.42
2591,257312.99
2592,208225.48
2593,251213.95
2594,177295.66
2595,222310.65
2596,286534.2
2597,203867.52
2598,283692.4
2599,353067.63
2600,175305.93
2601,158327.39
2602,68729.03
2603,93140.27
2604,81207.54
2605,68602.84
2606,129130.47
2607,225543.55
2608,202414.23
2609,170353.08
2610,105807.93
2611,131450.94
2612,154143.85
2613,128754.78
2614,116035.37
2615,158446.58
2616,157876.79
2617,196844.62
2618,239678.23
2619,205939.46
2620,186008.84
2621,171541.92
2622,181787.63
2623,231256.97
2624,260952.56
2625,263951.88
2626,166477.98
2627,168004.4
2628,420205.8
2629,469594.27
2630,355912.64
2631,417976.56
2632,384120.75
2633,300838.7
2634,401801.83
2635,153153.34
2636,185032.0
2637,219738.26
2638,264500.4
2639,186769.51
2640,150011.09
2641,98816.92
2642,172519.58
2643,116064.69
2644,115377.59
2645,110287.87
2646,93140.26
2647,112049.41
2648,143496.1
2649,159708.37
2650,134297.02
2651,130798.89
2652,370539.0
2653,255693.86
2654,269245.4
2655,402701.35
2656,325660.72
2657,347734.49
2658,326194.46
2659,338235.83
2660,344371.66
2661,356850.67
2662,383624.33
2663,270026.21
2664,298897.1
2665,324136.95
2666,289948.63
2667,176214.64
2668,185693.2
2669,183025.74
2670,270133.95
2671,187098.83
2672,189552.42
2673,201061.59
2674,199998.78
2675,180117.96
2676,200654.37
2677,197626.72
2678,248116.28
2679,281020.89
2680,294992.17
2681,412855.76
2682,321757.63
2683,486357.65
2684,337478.14
2685,330596.26
2686,243654.89
2687,285195.48
2688,214172.82
2689,202472.95
2690,359441.27
2691,194836.37
2692,151139.24
2693,196740.81
2694,148722.66
2695,197157.96
2696,187421.09
2697,184887.64
2698,208648.56
2699,161739.42
2700,140936.49
2701,157221.38
2702,119644.14
2703,152897.24
2704,138515.37
2705,111478.27
2706,105367.39
2707,132245.36
2708,121153.06
2709,111446.43
2710,132266.38
2711,277594.62
2712,388272.99
2713,167136.17
2714,148364.65
2715,165728.44
2716,146521.36
2717,199697.16
2718,223080.45
2719,129180.91
2720,189486.59
2721,137707.63
2722,173282.25
2723,159106.8
2724,134858.27
2725,124852.89
2726,134079.82
2727,169453.9
2728,178557.08
2729,141931.75
2730,139287.9
2731,132101.06
2732,134724.63
2733,161104.3
2734,150327.75
2735,135277.86
2736,131906.44
2737,109144.32
2738,125254.08
2739,148346.33
2740,139226.16
2741,154917.76
2742,171400.67
2743,157293.36
2744,165186.84
2745,149254.67
2746,123607.26
2747,172055.38
2748,121042.85
2749,133960.45
2750,110651.61
2751,129555.26
2752,212713.4
2753,134025.78
2754,217560.48
2755,138120.57
2756,78764.75
2757,70344.01
2758,68341.86
2759,158129.05
2760,128948.27
2761,137596.07
2762,130331.75
2763,189791.46
2764,169188.52
2765,269700.35
2766,116859.29
2767,79201.61
2768,117115.47
2769,135702.26
2770,161128.71
2771,107989.59
2772,99873.1
2773,172262.04
2774,146449.49
2775,117410.97
2776,144243.82
2777,148464.65
2778,126140.6
2779,130459.29
2780,100422.53
2781,87553.99
2782,94283.36
2783,84567.93
2784,116499.6
2785,139928.19
2786,51364.37
2787,125925.64
2788,60458.9
2789,179882.87
2790,85499.65
2791,111375.56
2792,53694.37
2793,151748.73
2794,95468.15
2795,127288.98
2796,92194.13
2797,224573.53
2798,125233.73
2799,111702.16
2800,79104.28
2801,115721.29
2802,131800.02
2803,171068.97
2804,141684.53
2805,108645.33
2806,81286.08
2807,169338.92
2808,154552.71
2809,120189.21
2810,131077.75
2811,173795.86
2812,181928.36
2813,152250.65
2814,147625.66
2815,106656.88
2816,210488.04
2817,152514.2
2818,126121.44
2819,190797.73
2820,138487.37
2821,113819.81
2822,196872.19
2823,306963.47
2824,168510.9
2825,168546.86
2826,132569.29
2827,139549.25
2828,251225.69
2829,218127.56
2830,211871.64
2831,191708.85
2832,225644.1
2833,306743.83
2834,230345.88
2835,227626.44
2836,205019.71
2837,169059.27
2838,145926.09
2839,176876.93
2840,197647.0
2841,203875.48
2842,228542.28
2843,148262.93
2844,168462.47
2845,127973.16
2846,204901.57
2847,201309.78
2848,207847.98
2849,208856.95
2850,276220.01
2851,226744.63
2852,231190.55
2853,240145.78
2854,148017.55
2855,205350.04
2856,202068.38
2857,199074.97
2858,209807.25
2859,83044.83
2860,106641.77
2861,138169.14
2862,195254.43
2863,149412.24
2864,259453.47
2865,144923.11
2866,153903.04
2867,94392.71
2868,91620.9
2869,98423.62
2870,119554.46
2871,78893.54
2872,15257.11
2873,83135.52
2874,144831.84
2875,118283.93
2876,176173.59
2877,142911.59
2878,173620.73
2879,121502.1
2880,102084.98
2881,133504.06
2882,176045.18
2883,191429.78
2884,207522.69
2885,184972.12
2886,227043.79
2887,120894.31
2888,140317.96
2889,49725.73
2890,78193.04
2891,147973.68
2892,53857.9
2893,101253.98
2894,44472.56
2895,340831.01
2896,298504.57
2897,214953.15
2898,152519.19
2899,228994.41
2900,152621.73
2901,212107.24
2902,198442.89
2903,301207.8
2904,336217.19
2905,79369.19
2906,214389.88
2907,120718.85
2908,122610.82
2909,142316.83
2910,66079.32
2911,71402.6
2912,154427.08
2913,74819.81
2914,67991.74
2915,79626.06
2916,79189.12
2917,179968.25
2918,103991.79
2919,225954.21
